Time,Time Code,Country Name,Country Code,GDP ,Exports,Expenditure 
2017,YR2017,Antigua and Barbuda,ATG,1467977778,994427259.3,235276185.2
2017,YR2017,Aruba,ABW,3092178771,2243575419,711731843.6
2017,YR2017,Australia,AUS,1.33E+12,2.82E+11,2.63E+11
2017,YR2017,Austria,AUT,4.17E+11,2.26E+11,81321127498
2017,YR2017,"Bahamas, The",BHS,12357600000,3963000000,1577700000
2017,YR2017,Bahrain,BHR,35473776596,26881914894,5898031915
2017,YR2017,Barbados,BRB,4981588900,1781072150,605105700
2017,YR2017,Belgium,BEL,5.03E+11,4.18E+11,1.16E+11
2017,YR2017,Bermuda,BMU,7142316000,3466748000,830432000
2017,YR2017,British Virgin Islands,VGB,NA,NA,NA
2017,YR2017,Brunei Darussalam,BRN,12128104859,6012294735,3211184083
2017,YR2017,Canada,CAN,1.65E+12,5.19E+11,3.41E+11
2017,YR2017,Cayman Islands,CYM,5166467299,3824312973,104044161.8
2017,YR2017,Channel Islands,CHI,NA,NA,NA
2017,YR2017,Chile,CHL,2.76E+11,78297990798,40483906510
2017,YR2017,Croatia,HRV,56323836170,27661081729,11657166891
2017,YR2017,Curacao,CUW,3009497207,1764972067,487932960.9
2017,YR2017,Cyprus,CYP,22946726164,16943055807,3389968369
2017,YR2017,Czechia,CZE,2.19E+11,1.73E+11,41011008285
2017,YR2017,Denmark,DNK,3.32E+11,1.83E+11,81077670235
2017,YR2017,Estonia,EST,26924385103,20411337064,5184855897
2017,YR2017,Faroe Islands,FRO,2980054219,1679701343,821487528.2
2017,YR2017,Finland,FIN,2.56E+11,95994657971,58255398908
2017,YR2017,France,FRA,2.60E+12,8.03E+11,6.14E+11
2017,YR2017,French Polynesia,PYF,5833351478,1140826124,1823244797
2017,YR2017,Germany,DEU,3.69E+12,1.74E+12,7.32E+11
2017,YR2017,Gibraltar,GIB,NA,NA,NA
2017,YR2017,Greece,GRC,2.00E+11,70013677526,40954716912
2017,YR2017,Greenland,GRL,2851610656,1160384074,1209423132
2017,YR2017,Guam,GUM,6013000000,1141000000,NA
2017,YR2017,"Hong Kong SAR, China",HKG,3.41E+11,6.45E+11,33548093209
2017,YR2017,Hungary,HUN,1.43E+11,1.23E+11,28898388194
2017,YR2017,Iceland,ISL,24728285177,11308798727,5854981410
2017,YR2017,Ireland,IRL,3.36E+11,4.07E+11,41453392074
2017,YR2017,Isle of Man,IMN,6979581725,NA,NA
2017,YR2017,Israel,ISR,3.58E+11,1.05E+11,79068397249
2017,YR2017,Italy,ITA,1.96E+12,6.03E+11,3.69E+11
2017,YR2017,Japan,JPN,4.93E+12,8.67E+11,9.57E+11
2017,YR2017,"Korea, Rep.",KOR,1.62E+12,6.65E+11,2.50E+11
2017,YR2017,Kuwait,KWT,1.21E+11,61797759644,29478288493
2017,YR2017,Latvia,LVA,30483806018,18774805223,5575570818
2017,YR2017,Liechtenstein,LIE,6474256119,NA,NA
2017,YR2017,Lithuania,LTU,47758736932,35148120645,7784048942
2017,YR2017,Luxembourg,LUX,65712180343,1.27E+11,10658095676
2017,YR2017,"Macao SAR, China",MAC,50440941939,40576252180,4902566658
2017,YR2017,Malta,MLT,13489380931,20863420696,1966222323
2017,YR2017,Monaco,MCO,6431314957,NA,NA
2017,YR2017,Nauru,NRU,109359680.2,65615808.13,NA
2017,YR2017,Netherlands,NLD,8.34E+11,6.95E+11,2.03E+11
2017,YR2017,New Caledonia,NCL,9173668102,1927265223,2157183686
2017,YR2017,New Zealand,NZL,2.07E+11,56953620425,37012712492
2017,YR2017,Northern Mariana Islands,MNP,1560000000,1081000000,NA
2017,YR2017,Norway,NOR,3.98E+11,1.45E+11,95638525086
2017,YR2017,Oman,OMN,80856697009,36963849155,19833029909
2017,YR2017,Panama,PAN,62202700000,26003029600,7103294600
2017,YR2017,Poland,POL,5.25E+11,2.73E+11,92830682931
2017,YR2017,Portugal,PRT,2.21E+11,94573528088,38039772330
2017,YR2017,Puerto Rico,PRI,1.03E+11,71091600000,9057500000
2017,YR2017,Qatar,QAT,1.61E+11,85204395604,28371859203
2017,YR2017,Romania,ROU,2.10E+11,88964194941,33096335595
2017,YR2017,San Marino,SMR,1528630707,2580002751,303694726.6
2017,YR2017,Saudi Arabia,SAU,6.89E+11,2.40E+11,1.68E+11
2017,YR2017,Seychelles,SYC,1573433081,1573337827,361809229.3
2017,YR2017,Singapore,SGP,3.43E+11,5.88E+11,34982620030
2017,YR2017,Sint Maarten (Dutch part),SXM,1191620112,932737430.2,NA
2017,YR2017,Slovak Republic,SVK,95649966261,90938562004,18075025348
2017,YR2017,Slovenia,SVN,48589100043,40389935067,8965991429
2017,YR2017,Spain,ESP,1.31E+12,4.61E+11,2.45E+11
2017,YR2017,St. Kitts and Nevis,KNA,1058937037,NA,NA
2017,YR2017,St. Martin (French part),MAF,NA,NA,NA
2017,YR2017,Sweden,SWE,5.41E+11,2.37E+11,1.41E+11
2017,YR2017,Switzerland,CHE,6.95E+11,4.61E+11,80013385578
2017,YR2017,Trinidad and Tobago,TTO,23797686966,NA,NA
2017,YR2017,Turks and Caicos Islands,TCA,1022365000,NA,NA
2017,YR2017,United Arab Emirates,ARE,3.91E+11,3.84E+11,50945949626
2017,YR2017,United Kingdom,GBR,2.68E+12,8.23E+11,4.99E+11
2017,YR2017,United States,USA,1.95E+13,2.39E+12,2.73E+12
2017,YR2017,Uruguay,URY,64233966861,16795263098,NA
2017,YR2017,Virgin Islands (U.S.),VIR,3794000000,2403000000,1212000000
2018,YR2018,Andorra,AND,3218316013,NA,NA
2018,YR2018,Antigua and Barbuda,ATG,1605944444,1036233333,244781333.3
2018,YR2018,Aruba,ABW,3202234637,2363128492,754189944.1
2018,YR2018,Australia,AUS,1.43E+12,3.12E+11,2.84E+11
2018,YR2018,Austria,AUT,4.55E+11,2.52E+11,87992483572
2018,YR2018,"Bahamas, The",BHS,12755800000,4573700000,1578500000
2018,YR2018,Bahrain,BHR,37802005319,29959042553,6156462766
2018,YR2018,Barbados,BRB,5097283200,1810800000,601050000
2018,YR2018,Belgium,BEL,5.43E+11,4.51E+11,1.26E+11
2018,YR2018,Bermuda,BMU,7225977000,3719872000,847486000
2018,YR2018,British Virgin Islands,VGB,NA,NA,NA
2018,YR2018,Brunei Darussalam,BRN,13567351175,7045834309,3275332345
2018,YR2018,Canada,CAN,1.73E+12,5.57E+11,3.57E+11
2018,YR2018,Cayman Islands,CYM,5530377535,3959078363,116764670.6
2018,YR2018,Channel Islands,CHI,NA,NA,NA
2018,YR2018,Chile,CHL,2.95E+11,84275554762,43886417479
2018,YR2018,Croatia,HRV,62316840750,30780122853,12922550739
2018,YR2018,Curacao,CUW,3020388827,NA,NA
2018,YR2018,Cyprus,CYP,25596474965,19188986774,3720122815
2018,YR2018,Czechia,CZE,2.49E+11,1.92E+11,48319329342
2018,YR2018,Denmark,DNK,3.57E+11,2.02E+11,86624459287
2018,YR2018,Estonia,EST,30624720196,22761485755,5858255932
2018,YR2018,Faroe Islands,FRO,3188610522,1684160517,905726411.8
2018,YR2018,Finland,FIN,2.76E+11,1.06E+11,63140913821
2018,YR2018,France,FRA,2.79E+12,8.85E+11,6.50E+11
2018,YR2018,French Polynesia,PYF,6135117589,NA,NA
2018,YR2018,Germany,DEU,3.97E+12,1.88E+12,7.90E+11
2018,YR2018,Gibraltar,GIB,NA,NA,NA
2018,YR2018,Greece,GRC,2.12E+11,82684241851,41933940926
2018,YR2018,Greenland,GRL,3055791341,1358439173,1318341621
2018,YR2018,Guam,GUM,6056000000,1165000000,NA
2018,YR2018,"Hong Kong SAR, China",HKG,3.62E+11,6.81E+11,35902277221
2018,YR2018,Hungary,HUN,1.61E+11,1.34E+11,31616325473
2018,YR2018,Iceland,ISL,26264127687,12248092314,6341262262
2018,YR2018,Ireland,IRL,3.86E+11,4.74E+11,46342509063
2018,YR2018,Isle of Man,IMN,7491969313,NA,NA
2018,YR2018,Israel,ISR,3.77E+11,1.13E+11,84199452930
2018,YR2018,Italy,ITA,2.09E+12,6.56E+11,3.95E+11
2018,YR2018,Japan,JPN,5.04E+12,9.23E+11,9.86E+11
2018,YR2018,"Korea, Rep.",KOR,1.72E+12,7.19E+11,2.77E+11
2018,YR2018,Kuwait,KWT,1.38E+11,79448654967,31857053311
2018,YR2018,Latvia,LVA,34429023435,21159713458,6261732583
2018,YR2018,Liechtenstein,LIE,6692504346,NA,NA
2018,YR2018,Lithuania,LTU,53751411409,40423966585,8800078568
2018,YR2018,Luxembourg,LUX,71000359760,1.40E+11,11930663793
2018,YR2018,"Macao SAR, China",MAC,55284360483,45626138123,5208795293
2018,YR2018,Malta,MLT,15298771847,22217052433,2373051488
2018,YR2018,Monaco,MCO,7194024563,NA,NA
2018,YR2018,Nauru,NRU,124021393.7,71312301.37,NA
2018,YR2018,Netherlands,NLD,9.14E+11,7.74E+11,2.23E+11
2018,YR2018,New Caledonia,NCL,9846922416,NA,NA
2018,YR2018,New Zealand,NZL,2.12E+11,59074559911,38623544810
2018,YR2018,Northern Mariana Islands,MNP,1302000000,661000000,NA
2018,YR2018,Norway,NOR,4.37E+11,1.66E+11,1.02E+11
2018,YR2018,Oman,OMN,91505851756,46321456437,19727438231
2018,YR2018,Panama,PAN,64929400000,27783920100,7495982700
2018,YR2018,Poland,POL,5.89E+11,3.11E+11,1.04E+11
2018,YR2018,Portugal,PRT,2.42E+11,1.05E+11,41137807529
2018,YR2018,Puerto Rico,PRI,1.01E+11,60528300000,8052600000
2018,YR2018,Qatar,QAT,1.83E+11,1.03E+11,29848743379
2018,YR2018,Romania,ROU,2.43E+11,1.01E+11,40538055612
2018,YR2018,San Marino,SMR,1655300873,2757689833,321315008.3
2018,YR2018,Saudi Arabia,SAU,8.17E+11,3.15E+11,1.96E+11
2018,YR2018,Seychelles,SYC,1636312010,1553148205,408422051.5
2018,YR2018,Singapore,SGP,3.77E+11,6.66E+11,37599866548
2018,YR2018,Sint Maarten (Dutch part),SXM,1185474860,800000000,NA
2018,YR2018,Slovak Republic,SVK,1.06E+11,1.02E+11,19793575833
2018,YR2018,Slovenia,SVN,54177882426,45938876526,9885784373
2018,YR2018,Spain,ESP,1.42E+12,5.00E+11,2.66E+11
2018,YR2018,St. Kitts and Nevis,KNA,1076911111,NA,NA
2018,YR2018,St. Martin (French part),MAF,NA,NA,NA
2018,YR2018,Sweden,SWE,5.55E+11,2.54E+11,1.45E+11
2018,YR2018,Switzerland,CHE,7.26E+11,4.90E+11,81734741022
2018,YR2018,Trinidad and Tobago,TTO,24322359035,NA,NA
2018,YR2018,Turks and Caicos Islands,TCA,1113178000,NA,NA
2018,YR2018,United Arab Emirates,ARE,4.27E+11,3.93E+11,49902518720
2018,YR2018,United Kingdom,GBR,2.88E+12,8.99E+11,5.31E+11
2018,YR2018,United States,USA,2.05E+13,2.54E+12,2.87E+12
2018,YR2018,Uruguay,URY,64515038268,17029670981,NA
2018,YR2018,Virgin Islands (U.S.),VIR,3922000000,2084000000,1695000000
2019,YR2019,Andorra,AND,3155065488,NA,NA
2019,YR2019,Antigua and Barbuda,ATG,1687533333,1196203185,254670518.5
2019,YR2019,Aruba,ABW,3368970253,2460174358,740102655.2
2019,YR2019,Australia,AUS,1.39E+12,3.36E+11,2.82E+11
2019,YR2019,Austria,AUT,4.45E+11,2.48E+11,86520557765
2019,YR2019,"Bahamas, The",BHS,13192800000,4708300000,1813900000
2019,YR2019,Bahrain,BHR,38653318085,29564361702,6064680851
2019,YR2019,Barbados,BRB,5324250000,1942400000,580700000
2019,YR2019,Belgium,BEL,5.36E+11,4.42E+11,1.23E+11
2019,YR2019,Bermuda,BMU,7423465000,3841155000,909874000
2019,YR2019,British Virgin Islands,VGB,NA,NA,NA
2019,YR2019,Brunei Darussalam,BRN,13469422959,7804997288,3372796877
2019,YR2019,Canada,CAN,1.74E+12,5.56E+11,3.63E+11
2019,YR2019,Cayman Islands,CYM,5943589104,4128045122,139925597
2019,YR2019,Channel Islands,CHI,NA,NA,NA
2019,YR2019,Chile,CHL,2.79E+11,77541641202,42414746425
2019,YR2019,Croatia,HRV,62327983580,31534555620,12897982793
2019,YR2019,Curacao,CUW,2995185475,NA,NA
2019,YR2019,Cyprus,CYP,25944504646,19845764021,4158401433
2019,YR2019,Czechia,CZE,2.53E+11,1.87E+11,49470461904
2019,YR2019,Denmark,DNK,3.46E+11,2.03E+11,83603655474
2019,YR2019,Estonia,EST,31081901909,22964765757,6073188397
2019,YR2019,Faroe Islands,FRO,3275706960,1821708100,901850241.4
2019,YR2019,Finland,FIN,2.69E+11,1.07E+11,62264052761
2019,YR2019,France,FRA,2.73E+12,8.62E+11,6.27E+11
2019,YR2019,French Polynesia,PYF,6001384760,1212133721,1883873461
2019,YR2019,Germany,DEU,3.89E+12,1.81E+12,7.87E+11
2019,YR2019,Gibraltar,GIB,NA,NA,NA
2019,YR2019,Greece,GRC,2.05E+11,82328450374,41274328863
2019,YR2019,Greenland,GRL,2994332324,1230185624,1312636819
2019,YR2019,Guam,GUM,6366000000,1403000000,NA
2019,YR2019,"Hong Kong SAR, China",HKG,3.63E+11,6.45E+11,39489656581
2019,YR2019,Hungary,HUN,1.64E+11,1.34E+11,32907166449
2019,YR2019,Iceland,ISL,24826102120,11012617626,6068494840
2019,YR2019,Ireland,IRL,3.99E+11,5.11E+11,47983307136
2019,YR2019,Isle of Man,IMN,7315388052,NA,NA
2019,YR2019,Israel,ISR,4.02E+11,1.18E+11,88796747008
2019,YR2019,Italy,ITA,2.01E+12,6.36E+11,3.74E+11
2019,YR2019,Japan,JPN,5.12E+12,8.94E+11,1.02E+12
2019,YR2019,"Korea, Rep.",KOR,1.65E+12,6.49E+11,2.82E+11
2019,YR2019,Kuwait,KWT,1.36E+11,72583928854,34351221673
2019,YR2019,Latvia,LVA,34343961073,20542524057,6674421214
2019,YR2019,Liechtenstein,LIE,6427248943,NA,NA
2019,YR2019,Lithuania,LTU,54751510088,42336365375,9249004364
2019,YR2019,Luxembourg,LUX,69825641851,1.43E+11,12040014402
2019,YR2019,"Macao SAR, China",MAC,55204758070,45556409144,5621336968
2019,YR2019,Malta,MLT,15725847979,22973804993,2610881003
2019,YR2019,Monaco,MCO,7383745662,NA,NA
2019,YR2019,Nauru,NRU,118724073.8,75811757.97,NA
2019,YR2019,Netherlands,NLD,9.10E+11,7.51E+11,2.24E+11
2019,YR2019,New Caledonia,NCL,9438130987,NA,NA
2019,YR2019,New Zealand,NZL,2.13E+11,58307831673,40334678416
2019,YR2019,Northern Mariana Islands,MNP,1182000000,497000000,NA
2019,YR2019,Norway,NOR,4.05E+11,1.47E+11,98602954545
2019,YR2019,Oman,OMN,88060858257,43583094928,20349544863
2019,YR2019,Panama,PAN,66984400000,27602938300,7975099600
2019,YR2019,Poland,POL,5.96E+11,3.17E+11,1.07E+11
2019,YR2019,Portugal,PRT,2.40E+11,1.04E+11,40791246506
2019,YR2019,Puerto Rico,PRI,1.05E+11,63684400000,8381200000
2019,YR2019,Qatar,QAT,1.76E+11,92046153846,32564466511
2019,YR2019,Romania,ROU,2.51E+11,1.01E+11,44030321622
2019,YR2019,San Marino,SMR,1616188702,2650504852,315484778.9
2019,YR2019,Saudi Arabia,SAU,8.04E+11,2.86E+11,1.92E+11
2019,YR2019,Seychelles,SYC,1684373490,1740810266,558490112.8
2019,YR2019,Singapore,SGP,3.75E+11,6.58E+11,38585984460
2019,YR2019,Sint Maarten (Dutch part),SXM,NA,NA,NA
2019,YR2019,Slovak Republic,SVK,1.06E+11,97158190776,20705176986
2019,YR2019,Slovenia,SVN,54331588482,45475234205,9960938657
2019,YR2019,Spain,ESP,1.39E+12,4.87E+11,2.63E+11
2019,YR2019,St. Kitts and Nevis,KNA,1107840741,NA,NA
2019,YR2019,St. Martin (French part),MAF,NA,NA,NA
2019,YR2019,Sweden,SWE,5.34E+11,2.55E+11,1.37E+11
2019,YR2019,Switzerland,CHE,7.21E+11,4.83E+11,81910768534
2019,YR2019,Trinidad and Tobago,TTO,23849557812,NA,NA
2019,YR2019,Turks and Caicos Islands,TCA,1197415000,NA,NA
2019,YR2019,United Arab Emirates,ARE,4.18E+11,4.04E+11,51225237413
2019,YR2019,United Kingdom,GBR,2.86E+12,8.93E+11,5.43E+11
2019,YR2019,United States,USA,2.14E+13,2.54E+12,3.01E+12
2019,YR2019,Uruguay,URY,61231149881,16991760618,NA
2019,YR2019,Virgin Islands (U.S.),VIR,4117000000,2265000000,1536000000
2020,YR2020,Andorra,AND,2891022273,NA,NA
2020,YR2020,Antigua and Barbuda,ATG,1370281481,598873555.6,264959185.2
2020,YR2020,Aruba,ABW,2610038938,1347955008,702104794.5
2020,YR2020,Australia,AUS,1.33E+12,3.19E+11,2.88E+11
2020,YR2020,Austria,AUT,4.35E+11,2.25E+11,91699981035
2020,YR2020,"Bahamas, The",BHS,9699500000,2452800000,1622200000
2020,YR2020,Bahrain,BHR,34723357447,25249202128,5936409574
2020,YR2020,Barbados,BRB,4671800000,1389450000,574150000
2020,YR2020,Belgium,BEL,5.25E+11,4.17E+11,1.29E+11
2020,YR2020,Bermuda,BMU,6887147000,3246335000,876402000
2020,YR2020,British Virgin Islands,VGB,NA,NA,NA
2020,YR2020,Brunei Darussalam,BRN,12005825759,6886074799,3053199899
2020,YR2020,Canada,CAN,1.65E+12,4.83E+11,3.73E+11
2020,YR2020,Cayman Islands,CYM,5608989200,3372614905,144725789
2020,YR2020,Channel Islands,CHI,NA,NA,NA
2020,YR2020,Chile,CHL,2.53E+11,79693816697,40526805981
2020,YR2020,Croatia,HRV,57472012427,23840548541,13802662399
2020,YR2020,Curacao,CUW,2496174749,NA,NA
2020,YR2020,Cyprus,CYP,25008448886,20354070817,4905996573
2020,YR2020,Czechia,CZE,2.46E+11,1.72E+11,53536304004
2020,YR2020,Denmark,DNK,3.55E+11,1.95E+11,87956661973
2020,YR2020,Estonia,EST,31370395573,21731484847,6509863343
2020,YR2020,Faroe Islands,FRO,3248696902,1551764724,968847923.4
2020,YR2020,Finland,FIN,2.72E+11,97673758061,65908142075
2020,YR2020,France,FRA,2.64E+12,7.24E+11,6.58E+11
2020,YR2020,French Polynesia,PYF,5709421969,638903797.7,1886150972
2020,YR2020,Germany,DEU,3.89E+12,1.67E+12,8.54E+11
2020,YR2020,Gibraltar,GIB,NA,NA,NA
2020,YR2020,Greece,GRC,1.89E+11,60434496175,43182761577
2020,YR2020,Greenland,GRL,3076015347,1118524633,1374314058
2020,YR2020,Guam,GUM,5886000000,371000000,NA
2020,YR2020,"Hong Kong SAR, China",HKG,3.45E+11,6.08E+11,43950265560
2020,YR2020,Hungary,HUN,1.57E+11,1.24E+11,33492800788
2020,YR2020,Iceland,ISL,21694674810,7474085350,6044217919
2020,YR2020,Ireland,IRL,4.26E+11,5.68E+11,54919170397
2020,YR2020,Isle of Man,IMN,NA,NA,NA
2020,YR2020,Israel,ISR,4.13E+11,1.14E+11,96280216584
2020,YR2020,Italy,ITA,1.90E+12,5.58E+11,3.92E+11
2020,YR2020,Japan,JPN,5.04E+12,7.84E+11,1.06E+12
2020,YR2020,"Korea, Rep.",KOR,1.64E+12,5.98E+11,2.97E+11
2020,YR2020,Kuwait,KWT,1.06E+11,NA,NA
2020,YR2020,Latvia,LVA,34601740323,20726215208,7042733236
2020,YR2020,Liechtenstein,LIE,6113951012,NA,NA
2020,YR2020,Lithuania,LTU,56846622904,41640278273,10528947626
2020,YR2020,Luxembourg,LUX,73992591285,1.48E+11,13598498013
2020,YR2020,"Macao SAR, China",MAC,25459563655,15665218861,6554430411
2020,YR2020,Malta,MLT,14933066819,22721873215,3146544832
2020,YR2020,Monaco,MCO,6739691605,NA,NA
2020,YR2020,Nauru,NRU,114626625.6,54296822.63,NA
2020,YR2020,Netherlands,NLD,9.10E+11,7.12E+11,2.37E+11
2020,YR2020,New Caledonia,NCL,9435529927,NA,NA
2020,YR2020,New Zealand,NZL,2.12E+11,46404210822,43689657222
2020,YR2020,Northern Mariana Islands,MNP,NA,NA,NA
2020,YR2020,Norway,NOR,3.62E+11,1.17E+11,96149004337
2020,YR2020,Oman,OMN,75909397659,35719888947,19786459558
2020,YR2020,Panama,PAN,53977000000,21379165000,9114312000
2020,YR2020,Poland,POL,5.99E+11,3.18E+11,1.14E+11
2020,YR2020,Portugal,PRT,2.29E+11,84848916302,43449449520
2020,YR2020,Puerto Rico,PRI,1.03E+11,62237400000,7713500000
2020,YR2020,Qatar,QAT,1.44E+11,70933241758,31706023359
2020,YR2020,Romania,ROU,2.51E+11,92693685203,46921654100
2020,YR2020,San Marino,SMR,1541204338,2534952774,333205438.6
2020,YR2020,Saudi Arabia,SAU,7.03E+11,1.84E+11,2.03E+11
2020,YR2020,Seychelles,SYC,1261198524,824294564.8,484906150.5
2020,YR2020,Singapore,SGP,3.45E+11,6.27E+11,42561208958
2020,YR2020,Sint Maarten (Dutch part),SXM,NA,NA,NA
2020,YR2020,Slovak Republic,SVK,1.07E+11,90771329911,22355015414
2020,YR2020,Slovenia,SVN,53706800044,41751987336,11078018428
2020,YR2020,Spain,ESP,1.28E+12,3.93E+11,2.81E+11
2020,YR2020,St. Kitts and Nevis,KNA,884525925.9,NA,NA
2020,YR2020,St. Martin (French part),MAF,NA,NA,NA
2020,YR2020,Sweden,SWE,5.47E+11,2.40E+11,1.45E+11
2020,YR2020,Switzerland,CHE,7.40E+11,4.76E+11,89823115009
2020,YR2020,Trinidad and Tobago,TTO,21059428851,NA,NA
2020,YR2020,Turks and Caicos Islands,TCA,924583000,NA,NA
2020,YR2020,United Arab Emirates,ARE,3.49E+11,3.35E+11,50499233955
2020,YR2020,United Kingdom,GBR,2.70E+12,7.91E+11,6.09E+11
2020,YR2020,United States,USA,2.11E+13,2.15E+12,3.14E+12
2020,YR2020,Uruguay,URY,53560755047,13435331107,NA
2020,YR2020,Virgin Islands (U.S.),VIR,4204000000,1621000000,1499000000
2021,YR2021,Andorra,AND,3330281524,NA,NA
2021,YR2021,Antigua and Barbuda,ATG,1471125926,NA,NA
2021,YR2021,Aruba,ABW,3126019399,2154231633,675350387.4
2021,YR2021,Australia,AUS,1.55E+12,3.43E+11,3.46E+11
2021,YR2021,Austria,AUT,4.80E+11,2.69E+11,1.04E+11
2021,YR2021,"Bahamas, The",BHS,11208600000,3081800000,1826100000
2021,YR2021,Bahrain,BHR,38868663032,NA,NA
2021,YR2021,Barbados,BRB,4843800000,1471300000,626000000
2021,YR2021,Belgium,BEL,5.94E+11,5.16E+11,1.43E+11
2021,YR2021,Bermuda,BMU,7286607000,3549714000,897732000
2021,YR2021,British Virgin Islands,VGB,NA,NA,NA
2021,YR2021,Brunei Darussalam,BRN,14006569576,11228914277,3144189854
2021,YR2021,Canada,CAN,1.99E+12,6.11E+11,4.31E+11
2021,YR2021,Cayman Islands,CYM,5898449688,NA,NA
2021,YR2021,Channel Islands,CHI,NA,NA,NA
2021,YR2021,Chile,CHL,3.17E+11,1.01E+11,45536031473
2021,YR2021,Croatia,HRV,68955083280,35358791830,15327154245
2021,YR2021,Curacao,CUW,2699612458,NA,NA
2021,YR2021,Cyprus,CYP,28407867534,24606031934,5566055588
2021,YR2021,Czechia,CZE,2.82E+11,2.05E+11,60566514696
2021,YR2021,Denmark,DNK,3.98E+11,2.38E+11,96769711633
2021,YR2021,Estonia,EST,37191166152,29119437815,7365858276
2021,YR2021,Faroe Islands,FRO,3649886275,1923048782,1054747022
2021,YR2021,Finland,FIN,2.97E+11,1.17E+11,72564666244
2021,YR2021,France,FRA,2.96E+12,8.71E+11,7.17E+11
2021,YR2021,French Polynesia,PYF,6054676735,NA,NA
2021,YR2021,Germany,DEU,4.26E+12,2.00E+12,9.43E+11
2021,YR2021,Gibraltar,GIB,NA,NA,NA
2021,YR2021,Greece,GRC,2.15E+11,87827556200,46479493106
2021,YR2021,Greenland,GRL,NA,NA,NA
2021,YR2021,Guam,GUM,6123000000,186000000,NA
2021,YR2021,"Hong Kong SAR, China",HKG,3.69E+11,7.51E+11,46264730098
2021,YR2021,Hungary,HUN,1.82E+11,1.48E+11,37981128683
2021,YR2021,Iceland,ISL,25602419210,9779499273,7028090524
2021,YR2021,Ireland,IRL,5.04E+11,6.78E+11,61789810948
2021,YR2021,Isle of Man,IMN,NA,NA,NA
2021,YR2021,Israel,ISR,4.89E+11,1.44E+11,1.08E+11
2021,YR2021,Italy,ITA,2.11E+12,6.89E+11,4.17E+11
2021,YR2021,Japan,JPN,4.94E+12,9.10E+11,1.06E+12
2021,YR2021,"Korea, Rep.",KOR,1.81E+12,7.61E+11,3.29E+11
2021,YR2021,Kuwait,KWT,NA,NA,NA
2021,YR2021,Latvia,LVA,39853501580,25295205509,8212416480
2021,YR2021,Liechtenstein,LIE,NA,NA,NA
2021,YR2021,Lithuania,LTU,66445256585,53483244791,11644856596
2021,YR2021,Luxembourg,LUX,85506243834,1.81E+11,14925587795
2021,YR2021,"Macao SAR, China",MAC,30123914809,26484916620,6549747049
2021,YR2021,Malta,MLT,17364044944,26174571260,3566883501
2021,YR2021,Monaco,MCO,8596096984,NA,NA
2021,YR2021,Nauru,NRU,133218896.9,54481677.74,NA
2021,YR2021,Netherlands,NLD,1.01E+12,8.40E+11,2.66E+11
2021,YR2021,New Caledonia,NCL,10071351960,NA,NA
2021,YR2021,New Zealand,NZL,2.50E+11,56314188711,54262271891
2021,YR2021,Northern Mariana Islands,MNP,NA,NA,NA
2021,YR2021,Norway,NOR,4.82E+11,2.00E+11,1.13E+11
2021,YR2021,Oman,OMN,88191977373,46324248895,19525971651
2021,YR2021,Panama,PAN,63605100000,32479296000,9866117000
2021,YR2021,Poland,POL,6.79E+11,3.93E+11,1.28E+11
2021,YR2021,Portugal,PRT,2.54E+11,1.06E+11,47727932275
2021,YR2021,Puerto Rico,PRI,1.07E+11,57921400000,7539000000
2021,YR2021,Qatar,QAT,1.80E+11,1.06E+11,29923483041
2021,YR2021,Romania,ROU,2.84E+11,1.16E+11,49543313143
2021,YR2021,San Marino,SMR,NA,NA,NA
2021,YR2021,Saudi Arabia,SAU,8.34E+11,2.90E+11,2.04E+11
2021,YR2021,Seychelles,SYC,1454458184,1051705334,531097355.3
2021,YR2021,Singapore,SGP,3.97E+11,7.34E+11,45850465203
2021,YR2021,Sint Maarten (Dutch part),SXM,NA,NA,NA
2021,YR2021,Slovak Republic,SVK,1.17E+11,1.09E+11,25047125729
2021,YR2021,Slovenia,SVN,61748586535,51640294109,12747778493
2021,YR2021,Spain,ESP,1.43E+12,4.99E+11,3.06E+11
2021,YR2021,St. Kitts and Nevis,KNA,860840740.7,NA,NA
2021,YR2021,St. Martin (French part),MAF,NA,NA,NA
2021,YR2021,Sweden,SWE,6.36E+11,2.89E+11,1.65E+11
2021,YR2021,Switzerland,CHE,8.01E+11,5.71E+11,97140262353
2021,YR2021,Trinidad and Tobago,TTO,24460196271,NA,NA
2021,YR2021,Turks and Caicos Islands,TCA,943269800,NA,NA
2021,YR2021,United Arab Emirates,ARE,4.15E+11,NA,NA
2021,YR2021,United Kingdom,GBR,3.13E+12,8.75E+11,7.01E+11
2021,YR2021,United States,USA,2.33E+13,2.54E+12,3.35E+12
2021,YR2021,Uruguay,URY,59319484711,18675019829,NA
2021,YR2021,Virgin Islands (U.S.),VIR,NA,NA,NA
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 03/30/2023,,,,,,
